EXTERIOR,,INTERIOR,YEAR,VIN,,,Package Codes,,MSRP,PROD.,,,DEALER NAME,Port,Carrier,VPC,Details,V-Spec,Sticker,Invoice,VIN fill done Sun Aug 10 2025 11:35:08 GMT-0500 (Central Daylight Time)
668 - Jet Black,,NCSW - Black Novillo Leather,2008,WBSVA93528E215305,,E215305,"MSRP.3,ZPP.2,ZTP,2MT.1,465,507,6FL,653,655,752",,"$66,345.00",04-07-2008,,,,,,,,,,,
A29 - Silverstone Metallic II,,NDSW - Black Extended Novillo Leather,2008,WBSVA93548E215306,,E215306,"MSRP.3,ZPP.3,ZTP,2MT.1,403,417,494,507,6FL,655,752",,"$69,295.00",04-07-2008,550/1100,,,,,,,,,,
300 - Alpine White,,NCH1 - Silver Novillo Leather,2008,WBSVA93568E215307,,E215307,"MSRP.3,ZCW,ZPP.2,ZTP,2MT.1,507,6FL,653,655",,"$64,970.00",04-07-2008,,,,,,,,,,,
300 - Alpine White,,NDSW - Black Extended Novillo Leather,2008,WBSVA93588E215308,,E215308,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,507,6FL,653,752",,"$67,375.00",04-07-2008,1100,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSVA935X8E215309,,E215309,"MSRP.3,ZTP,4MY,507,655",,"$62,120.00",04-07-2008,550/950,,,,,,,,,,
300 - Alpine White,,NDSW - Black Extended Novillo Leather,2008,WBSVA93568E215310,,E215310,"MSRP.3,ZPP.1,ZTP,2MT.1,403,465,494,507,6FL,653,752",,"$68,400.00",04-07-2008,1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH1 - Silver Novillo Extended Leather,2008,WBSVA93588E215311,,E215311,"MSRP.3,223,403,465,494,4MY,507,609",,"$64,450.00",04-07-2008,550/2000,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2008,WBSVA935X8E215312,,E215312,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,6FL,752",,"$67,175.00",04-08-2008,550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93518E215313,,E215313,"MSRP.3,ZCW,ZPP.3,ZTP,403,417,507,6FL,653,752",,"$67,250.00",04-08-2008,550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCH2 - Fox Red Novillo Leather,2008,WBSVA93538E215314,,E215314,"MSRP.3,ZPP.1,ZTP,2MT.1,403,494,507,6FL,655,752",,"$67,620.00",04-08-2008,550,,,,,,,,,,
668 - Jet Black,,NDSW - Black Extended Novillo Leather,2008,WBSVA93558E215315,,E215315,"MSRP.3,ZPP.1,ZTP,2MT.1,403,417,465,494,507,6FL,653,655,752",,"$69,570.00",04-08-2008,1100,,,,,,,,,,
300 - Alpine White,,NCH3 - Beige Novillo Leather,2008,WBSVA93578E215316,,E215316,"MSRP.3,ZCW,ZPP.2,ZTP,2MT.1,403,6FL,655,752",,"$67,220.00",04-08-2008,,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2008,WBSVA93598E215317,,E215317,"MSRP.3,ZCW,ZPP.2,ZTP,2MT.1,403,6FL,653,655,752",,"$67,570.00",04-08-2008,,,,,,,,,,,
A73 - Jerez Black Metallic,,NCH3 - Beige Novillo Leather,2008,WBSVA93508E215318,,E215318,"MSRP.3,ZCW,ZPP.2,ZTP,2MT.1,403,6FL,653,655",,"$66,220.00",04-08-2008,550,,,,,,,,,,
A22 - Sparkling Graphite Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93528E215319,,E215319,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,655,752",,"$67,370.00",04-08-2008,550,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93598E215320,,E215320,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,655,752",,"$68,120.00",04-08-2008,550,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93508E215321,,E215321,"MSRP.3,ZPP.3,ZTP,2MT.1,403,417,494,507,6FL,653",,"$66,050.00",04-08-2008,550,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2008,WBSVA93528E215322,,E215322,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,655,752",,"$67,570.00",04-08-2008,,,,,,,,,,,
668 - Jet Black,,NDSW - Black Extended Novillo Leather,2008,WBSVA93548E215323,,E215323,"MSRP.3,ZPP.3,ZTP,2MT.1,403,465,6FL,655,752",,"$67,795.00",04-08-2008,1100,,,,,,,,,,
668 - Jet Black,,NDSW - Black Extended Novillo Leather,2008,WBSVA93568E215324,,E215324,"MSRP.3,ZPP.3,ZTP,2MT.1,403,494,507,6FL,653,655,752",,"$68,520.00",04-08-2008,1100,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2008,WBSVA93588E215325,,E215325,"MSRP.3,ZPP.2,403,465,507,6FL",,"$60,100.00",04-08-2008,,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2008,WBSVA935X8E215326,,E215326,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,403,507,6FL,653,655,752",,"$68,470.00",04-08-2008,550,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93518E215327,,E215327,"MSRP.3,ZCW,ZPP.3,ZTP,6FL,655",,"$63,620.00",04-08-2008,550,,,,,,,,,,
A22 - Sparkling Graphite Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93538E215328,,E215328,"MSRP.3,ZCW,ZPP.1,2MT.1,302,322,403,417,507,6FL,655,752",,"$65,845.00",04-08-2008,550,,,,,,,,,,
300 - Alpine White,,NCH1 - Silver Novillo Leather,2008,WBSVA93558E215329,,E215329,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,417,507,6FL,752",,"$66,500.00",04-08-2008,,,,,,,,,,,
A73 - Jerez Black Metallic,,NDH2 - Fox Red Extended Leather,2008,WBSVA93518E215330,,E215330,"MSRP.3,ZPP.2,ZTP,2MT.1,403,507,6FL,752",,"$67,625.00",04-08-2008,550/1100,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2008,WBSVA93538E215331,,E215331,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$67,920.00",04-08-2008,,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2008,WBSVA93558E215332,,E215332,"MSRP.3,ZCW,ZPP.3,ZTP,403,6FL,653,655,752",,"$66,370.00",04-08-2008,,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93578E215333,,E215333,"MSRP.3,ZCW,ZPP.1,ZTP,403,507,6FL,653,655,752",,"$67,270.00",04-08-2008,550,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2008,WBSVA93598E215334,,E215334,"MSRP.3,ZCW,ZPP.3,ZTP,403,6FL,653,752",,"$65,775.00",04-08-2008,,,,,,,,,,,
A75 - Melbourne Red Metallic,,NCH3 - Beige Novillo Leather,2008,WBSVA93508E215335,,E215335,"MSRP.3,ZCW,ZTP,2MT.1,403,4MY,507,6FL,655",,"$65,770.00",04-09-2008,550/950,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93528E215336,,E215336,"MSRP.3,ZPP.3,ZTP,2MT.1,403,494,6FL,655,752",,"$68,370.00",04-09-2008,550/1100,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2008,WBSVA93548E215337,,E215337,"MSRP.3,ZCW,ZPP.3,ZTP,403,6FL,655,752",,"$66,020.00",04-09-2008,,,,,,,,,,,
A22 - Sparkling Graphite Metallic,,NCH1 - Silver Novillo Leather,2008,WBSVA93568E215338,,E215338,"MSRP.3,ZPP.1,ZTP,2MT.1,403,494,6FL,655,752",,"$67,270.00",04-09-2008,550,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2008,WBSVA93588E215339,,E215339,"MSRP.3,ZPP.3,ZTP,2MT.1,403,494,6FL,655",,"$64,820.00",04-09-2008,,,,,,,,,,,
300 - Alpine White,,NDSW - Black Extended Novillo Leather,2008,WBSVA93548E215340,,E215340,"MSRP.3,ZCW,ZPP.2,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$69,595.00",04-09-2008,1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93568E215341,,E215341,"MSRP.3,ZCW,ZPP.2,ZTP,403,6FL,655,752",,"$66,570.00",04-09-2008,550,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2008,WBSVA93588E215342,,E215342,"MSRP.3,ZCW,ZPP.3,ZTP,403,6FL,752",,"$65,425.00",04-09-2008,,,,,,,,,,,
300 - Alpine White,,NCH2 - Fox Red Novillo Leather,2008,WBSVA935X8E215343,,E215343,"MSRP.3,ZPP.2,ZTP,2MT.1,403,494,6FL",,"$64,225.00",04-09-2008,,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93518E215344,,E215344,"MSRP.3,ZPP.3,ZTP,2MT.1,403,494,507,655",,"$65,320.00",04-09-2008,550,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2008,WBSVA93538E215345,,E215345,"MSRP.3,ZPP.3,ZTP,403,6FL,655,752",,"$65,570.00",04-09-2008,550,,,,,,,,,,
A22 - Sparkling Graphite Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93558E215346,,E215346,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$69,045.00",04-09-2008,550,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2008,WBSVA93578E215347,,E215347,"MSRP.3,ZPP.3,ZTP,403,494,507,6FL,653,655,752",,"$66,220.00",04-09-2008,,,,,,,,,,,
A22 - Sparkling Graphite Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93598E215348,,E215348,"MSRP.3,ZPP.3,ZTP,403,494,507,6FL,653,655,752",,"$66,770.00",04-09-2008,550,,,,,,,,,,
A75 - Melbourne Red Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93508E215349,,E215349,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,6FL,752",,"$67,175.00",04-09-2008,550,,,,,,,,,,
300 - Alpine White,,NCH2 - Fox Red Novillo Leather,2008,WBSVA93578E215350,,E215350,"MSRP.3,ZCW,403,417,4MZ",,"$60,000.00",04-09-2008,950,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93598E215351,,E215351,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,403,507,6FL,653,752",,"$67,875.00",04-09-2008,550,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2008,WBSVA93508E215352,,E215352,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,6FL,655",,"$64,270.00",04-09-2008,,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93528E215353,,E215353,"MSRP.3,ZCW,ZPP.1,ZTP,655,752",,"$65,120.00",04-09-2008,550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCH2 - Fox Red Novillo Leather,2008,WBSVA93548E215354,,E215354,"MSRP.3,ZCW,ZPP.3,ZTP,6FL,655,752",,"$65,520.00",04-09-2008,550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCH2 - Fox Red Novillo Leather,2008,WBSVA93568E215355,,E215355,"MSRP.3,ZCW,ZPP.3,ZTP,6FL,655,752",,"$65,520.00",04-09-2008,550,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2008,WBSVA93588E215356,,E215356,"MSRP.3,ZPP.3,ZTP,507,6FL",,"$62,375.00",04-09-2008,550,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2008,WBSVA935X8E215357,,E215357,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,403,417",,"$64,900.00",04-09-2008,,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2008,WBSVA93518E215358,,E215358,"MSRP.3,ZCW,ZPP.3,ZTP,403,507,6FL,752",,"$65,775.00",04-09-2008,,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93538E215359,,E215359,"MSRP.3,ZPP.1,ZTP,2MT.1,403,494,6FL",,"$64,775.00",04-10-2008,550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,2008,WBSVA935X8E215360,,E215360,"MSRP.3,ZPP.3,ZTP,2MT.1,403,494,6FL,653",,"$65,125.00",04-10-2008,550,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2008,WBSVA93518E215361,,E215361,"MSRP.3,ZCW,ZPP.3,ZTP,403,6FL,655,752",,"$66,020.00",04-10-2008,,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93538E215362,,E215362,"MSRP.3,ZPP.3,ZTP,2MT.1,403,417,494,6FL,752",,"$67,250.00",04-10-2008,550,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2008,WBSVA93558E215363,,E215363,"MSRP.3,ZPP.1,ZTP,403,655,752",,"$64,620.00",04-10-2008,,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2008,WBSVA93578E215364,,E215364,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,6FL,752",,"$67,175.00",04-10-2008,550,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2008,WBSVA93598E215365,,E215365,"MSRP.3,ZPP.3,ZTP,2MT.1,403,507,6FL",,"$64,625.00",04-10-2008,550,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2008,WBSVA93508E215366,,E215366,"MSRP.3,ZCW,ZPP.1,ZTP,403,6FL,655,752",,"$66,570.00",04-10-2008,550,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2008,WBSVA93528E215367,,E215367,"MSRP.3,ZPP.3,ZTP,2MT.1,403,507,6FL,655,752",,"$66,570.00",04-10-2008,,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2008,WBSVA93548E215368,,E215368,"MSRP.3,ZCW,ZPP.3,ZTP,403,6FL",,"$64,075.00",04-10-2008,550,,,,,,,,,,
300 - Alpine White,,NCH2 - Fox Red Novillo Leather,2008,WBSVA93568E215369,,E215369,"MSRP.3,ZCW,ZPP.1,ZTP,302,403,507,6FL,655",,"$64,870.00",04-10-2008,,,,,,,,,,,
A75 - Melbourne Red Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93528E215370,,E215370,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,6FL,655",,"$65,870.00",04-10-2008,550,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2008,WBSVA93548E215371,,E215371,"MSRP.3,ZPP.3,ZTP,2MT.1,403,6FL",,"$63,725.00",04-10-2008,,,,,,,,,,,
A75 - Melbourne Red Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93568E215372,,E215372,"MSRP.3,ZCW,ZPP.3,ZTP,403,6FL,655",,"$64,670.00",04-10-2008,550,,,,,,,,,,
A75 - Melbourne Red Metallic,,NCH3 - Beige Novillo Leather,2008,WBSVA93588E215373,,E215373,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,6FL,655,752",,"$67,770.00",04-10-2008,550,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2008,WBSVA935X8E215374,,E215374,"MSRP.3,ZCW,ZPP.3,ZTP,403,6FL,655,752",,"$66,570.00",04-10-2008,550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCH2 - Fox Red Novillo Leather,2008,WBSVA93518E215375,,E215375,"MSRP.3,ZCW,ZPP.2,ZTP,417,6FL,653,655,752",,"$66,445.00",04-10-2008,550,,,,,,,,,,
A22 - Sparkling Graphite Metallic,,GEAT - Anthracite/Black Cloth & Leather,2008,WBSVA93538E215376,,E215376,"MSRP.3,639,771",,"$57,225.00",04-10-2008,550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCH3 - Beige Novillo Leather,2008,WBSVA93558E215377,,E215377,"MSRP.3,ZCW,ZPP.2,322,403,417,507,609,6FL,655,752",,"$66,345.00",04-10-2008,550,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2008,WBSVA93578E215378,,E215378,"MSRP.3,ZCW,ZPP.3,ZTP,403,6FL,752",,"$65,425.00",04-10-2008,,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2008,WBSVA93598E215379,,E215379,"MSRP.3,ZPP.3,ZTP,2MT.1,403,494,6FL,653,655,752",,"$67,620.00",04-11-2008,550,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2008,WBSVA93558E215380,,E215380,"MSRP.3,ZPP.3,ZTP,2MT.1,417,465,494,507,6FL,655,752",,"$67,620.00",04-11-2008,550,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93578E215381,,E215381,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,6FL,655",,"$65,870.00",04-11-2008,550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93598E215382,,E215382,"MSRP.3,ZCW,ZPP.1,2MT.1,403,609,6FL,655",,"$64,720.00",04-11-2008,550,,,,,,,,,,
300 - Alpine White,,NCH2 - Fox Red Novillo Leather,2008,WBSVA93508E215383,,E215383,"MSRP.3,ZPP.1,655",,"$58,420.00",04-11-2008,,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93528E215384,,E215384,"MSRP.3,ZPP.3,2MT.1,403,417,494,6FL",,"$62,100.00",04-11-2008,550,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH3 - Beige Novillo Leather,2008,WBSVA93548E215385,,E215385,"MSRP.3,ZPP.2,2MT.1,403,6FL,655",,"$61,620.00",04-11-2008,550,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2008,WBSVA93568E215386,,E215386,"MSRP.3,ZPP.3,2MT.1,403,494,6FL",,"$60,975.00",04-11-2008,,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93588E215387,,E215387,"MSRP.3,ZCW,ZPP.3,ZTP,403,507,6FL,653,655,752",,"$67,270.00",04-11-2008,550,,,,,,,,,,
A22 - Sparkling Graphite Metallic,,NCSW - Black Novillo Leather,2008,WBSVA935X8E215388,,E215388,"MSRP.3,ZCW,ZPP.2,ZTP,2MT.1,403,6FL,655",,"$65,870.00",04-11-2008,550,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2008,WBSVA93518E215389,,E215389,"MSRP.3,ZPP.1,223,403,507,6FL",,"$60,625.00",04-11-2008,,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2008,WBSVA93588E215390,,E215390,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,403,6FL,653,655,752",,"$67,570.00",04-11-2008,,,,,,,,,,,
A29 - Silverstone Metallic II,,NCH1 - Silver Novillo Leather,2008,WBSVA935X8E215391,,E215391,"MSRP.3,ZPP.1,ZTP,2MT.1,403,494,6FL,653",,"$65,125.00",04-11-2008,550,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2008,WBSVA93518E215392,,E215392,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$67,920.00",04-11-2008,,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2008,WBSVA93538E215393,,E215393,"MSRP.3,ZCW,ZPP.2,ZTP,2MT.1,403,655,752",,"$66,820.00",04-11-2008,,,,,,,,,,,
A29 - Silverstone Metallic II,,NCH2 - Fox Red Novillo Leather,2008,WBSVA93558E215394,,E215394,"MSRP.3,ZCW,ZPP.2,ZTP,2MT.1,403,6FL,655,752",,"$67,770.00",04-11-2008,550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93578E215395,,E215395,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,6FL,653",,"$65,625.00",04-11-2008,550,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2008,WBSVA93598E215396,,E215396,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$68,495.00",04-11-2008,,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2008,WBSVA93508E215397,,E215397,"MSRP.3,ZPP.1,ZTP,2MT.1,403,417,465,494,507,6FL,653,655,752",,"$68,470.00",04-11-2008,,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2008,WBSVA93528E215398,,E215398,"MSRP.3,ZCW,ZPP.2,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$69,045.00",04-11-2008,550,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2008,WBSVA93548E215399,,E215399,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$68,495.00",04-11-2008,,,,,,,,,,,
A75 - Melbourne Red Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93578E215400,,E215400,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,6FL,655,752",,"$68,345.00",04-11-2008,550,,,,,,,,,,
A29 - Silverstone Metallic II,,NCH3 - Beige Novillo Leather,2008,WBSVA93598E215401,,E215401,"MSRP.3,ZCW,ZPP.2,ZTP,403,417,507,6FL,655,752",,"$67,495.00",04-11-2008,550,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2008,WBSVA93508E215402,,E215402,"MSRP.3,ZPP.3,ZTP,2MT.1,6FL,655,752",,"$65,170.00",04-11-2008,,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93528E215403,,E215403,"MSRP.3,ZPP.1,2MT.1,403,494,6FL",,"$61,525.00",04-11-2008,550,,,,,,,,,,
A73 - Jerez Black Metallic,,NDH3 - Beige Novillo Extended Leather,2008,WBSVA93548E215404,,E215404,"MSRP.3,ZCW,ZPP.2,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,145.00",04-12-2008,550/1100,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2008,WBSVA93568E215405,,E215405,"MSRP.3,ZPP.3,2MT.1,6FL,655",,"$60,020.00",04-12-2008,,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2008,WBSVA93588E215406,,E215406,"MSRP.3,2MT.1,494,4MY,6FL",,"$60,025.00",04-12-2008,550/950,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2008,WBSVA935X8E215407,,E215407,"MSRP.3,ZPP.3,2MT.1,403,6FL,655",,"$61,070.00",04-12-2008,,,,,,,,,,,
A22 - Sparkling Graphite Metallic,,NCH2 - Fox Red Novillo Leather,2008,WBSVA93518E215408,,E215408,"MSRP.3,ZPP.1,ZTP,2MT.1,403,417,494,6FL,653",,"$65,700.00",04-12-2008,550,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSVA93538E215409,,E215409,"MSRP.3,ZTP,4MY,655",,"$61,770.00",04-12-2008,550/950,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2008,WBSVA935X8E215410,,E215410,"MSRP.3,ZPP.3,ZTP,2MT.1,494,507,6FL,655,752",,"$66,020.00",04-12-2008,,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93518E215411,,E215411,"MSRP.3,ZCW,ZPP.3,ZTP,403,417,6FL,653,655,752",,"$68,595.00",04-12-2008,550/1100,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2008,WBSVA93538E215412,,E215412,"MSRP.3,ZCW,ZPP.2,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$68,495.00",04-12-2008,,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2008,WBSVA93558E215413,,E215413,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,6FL,655,752",,"$67,220.00",04-14-2008,,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2008,WBSVA93578E215414,,E215414,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,655,752",,"$68,120.00",04-14-2008,550,,,,,,,,,,
300 - Alpine White,,NCH2 - Fox Red Novillo Leather,2008,WBSVA93598E215415,,E215415,"MSRP.3,ZCW,ZPP.3,2MT.1,403,609,6FL,653,752",,"$65,825.00",04-14-2008,,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2008,WBSVA93508E215416,,E215416,"MSRP.3,ZCW,ZPP.3,ZTP,403,6FL",,"$63,525.00",04-14-2008,,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2008,WBSVA93528E215417,,E215417,"MSRP.3,ZTP,2MT.1,403,417,465,639,6FL,653,655,752,771",,"$67,420.00",04-14-2008,950,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2008,WBSVA93548E215418,,E215418,"MSRP.3,ZCW,ZPP.1,ZTP,403,417,507,6FL,655,752",,"$67,495.00",04-14-2008,550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93568E215419,,E215419,"MSRP.3,ZPP.3,ZTP,2MT.1,403,494,507,6FL,653,752",,"$67,375.00",04-14-2008,550,,,,,,,,,,
A29 - Silverstone Metallic II,,NCH1 - Silver Novillo Leather,2008,WBSVA93528E215420,,E215420,"MSRP.3,ZPP.1,ZTP,2MT.1,403,465,494,6FL,653,655,752",,"$68,095.00",04-14-2008,550,,,,,,,,,,
A22 - Sparkling Graphite Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93548E215421,,E215421,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,6FL,655,752",,"$67,770.00",04-14-2008,550,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2008,WBSVA93568E215422,,E215422,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,6FL,655,752",,"$67,220.00",04-14-2008,,,,,,,,,,,
A22 - Sparkling Graphite Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93588E215423,,E215423,"MSRP.3,ZCW,ZPP.2,ZTP,403,6FL,655",,"$64,670.00",04-14-2008,550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,2008,WBSVA935X8E215424,,E215424,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,6FL,752",,"$67,175.00",04-14-2008,550,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93518E215425,,E215425,"MSRP.3,ZCW,ZPP.1,ZTP,403,6FL,653,655,752",,"$66,920.00",04-14-2008,550,,,,,,,,,,
