EXTERIOR,Development code,INTERIOR,Year,VIN,,,,PACKAGES,MSRP,PROD,,,DEALER NAME,Port,Carrier,VPC,Details,V-Spec,Sticker,Invoice,VPC
300 - Alpine White,F97,MAH7 - Black Vernasca Leather,,5YMTS0C0XM9F71879,,9F71879,2MK,,,"Jan 25, 2021",,USA,"Stevens Creek BMW, Santa Clara, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,VAEW - BMW Individual Ivory White Extended Merino Leather,,5YMTS0C05M9F71921,,9F71921,2MK,,,"Jan 25, 2021",,USA,"Classic BMW, Plano, US",,,,,,,,
C28 - Donington Grey Metallic,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,,5YMTS0C01M9F71947,,9F71947,2MK,,,"Jan 25, 2021",,USA,"United BMW, Alpharetta, US",,,,,,,,
C28 - Donington Grey Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,,5YMTS0C09M9F76992,,9F76992,2MK,,,"Jan 25, 2021",,USA,"Motorwerks BMW, Bloomington, US",,,,,,,,
C28 - Donington Grey Metallic,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,,5YMTS0C00M9F77058,,9F77058,2MK,,,"Jan 25, 2021",,USA,"Sewickley BMW, Sewickley, US",,,,,,,,
C3G - Toronto Red Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,,5YMTS0C05M9F77086,,9F77086,2MK,,,"Jan 26, 2021",,USA,"Nevada Auto Auction, Las Vegas, US",,,,,,,,
C28 - Donington Grey Metallic,F97,MAH7 - Black Vernasca Leather,,5YMTS0C08M9F77132,,9F77132,2MK,,,"Jan 25, 2021",,USA,"BMW of Fairfax, Fairfax, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,,5YMTS0C06M9F78182,,9F78182,2MK,,,"Jan 25, 2021",,USA,"Burdick BMW, Cicero, US",,,,,,,,
475 - Black Sapphire Metallic,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,,5YMTS0C00M9F78260,,9F78260,2MK,,,"Jan 26, 2021",,USA,"BMW of the Permian Basin, Midland, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C00M9F78355,,9F78355,2MK,,,"Jan 26, 2021",,USA,"Peter Pan BMW, Burlingame, US",,,,,,,,
475 - Black Sapphire Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,,5YMTS0C04M9F78388,,9F78388,2MK,,,"Jan 26, 2021",,USA,"New Century BMW, Alhambra, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C01M9F78462,,9F78462,2MK,,,"Jan 26, 2021",,USA,"BMW of Manhasset, Manhasset, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C00M9F78694,,9F78694,2MK,,,"Jan 26, 2021",,USA,"BMW Portland, Portland, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C09M9F79729,,9F79729,2MK,,,"Jan 26, 2021",,USA,"BMW Ville de Quebec, Quebec City, CA",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C04M9F79962,,9F79962,2MK,,,"Jan 27, 2021",,USA,"Baron BMW/MINI, Merriam, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C0XM9F80078,,9F80078,2MK,,,"Jan 27, 2021",,USA,"Autobahn Motorcars, Fort Worth, US",,,,,,,,
C3G - Toronto Red Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,,5YMTS0C07M9F80300,,9F80300,2MK,,,"Jan 27, 2021",,USA,"BMW of Idaho Falls, Idaho Falls, US",,,,,,,,
475 - Black Sapphire Metallic,F97,MAH7 - Black Vernasca Leather,,5YMTS0C01M9F80339,,9F80339,2MK,,,"Jan 27, 2021",,USA,"BMW of Sudbury, Sudbury, US",,,,,,,,
300 - Alpine White,F97,LKSW - Black Extended Merino Leather,,5YMTS0C07M9F81706,,9F81706,2MK,,,"Jan 27, 2021",,USA,"Sharpe BMW, Grand Rapids, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C02M9F81774,,9F81774,2MK,,,"Jan 27, 2021",,USA,"New Country BMW, Hartford, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C09M9F81884,,9F81884,2MK,,,"Jan 28, 2021",,USA,"BMW of Fort Lauderdale, Fort Lauderdale, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C08M9F81956,,9F81956,2MK,,,"Jan 28, 2021",,USA,"BMW of Roxbury, Kenvil, US",,,,,,,,
300 - Alpine White,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,,5YMTS0C04M9F81999,,9F81999,2MK,,,"Jan 28, 2021",,USA,"A & L BMW, Monroeville, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C08M9F82069,,9F82069,2MK,,,"Jan 28, 2021",,USA,"The BMW Store, Vancouver, CA",,,,,,,,
C28 - Donington Grey Metallic,F97,MAH7 - Black Vernasca Leather,,5YMTS0C01M9F82107,,9F82107,2MK,,,"Jan 28, 2021",,USA,"Open Road BMW, Edison, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,,5YMTS0C00M9F82146,,9F82146,2MK,,,"Jan 28, 2021",,USA,"BMW of Sarasota, Sarasota, US",,,,,,,,
475 - Black Sapphire Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,,5YMTS0C0XM9F82218,,9F82218,2MK,,,"Jan 28, 2021",,USA,"BMW of Minnetonka, Minnetonka, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C02M9F82259,,9F82259,2MK,,,"Jan 28, 2021",,USA,"Erhard BMW of Bloomfield Hills, Bloomfield Hills, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,MAH7 - Black Vernasca Leather,,5YMTS0C0XM9F82395,,9F82395,2MK,,,"Jan 28, 2021",,USA,"Union Park BMW, Wilmington, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C08M9F82461,,9F82461,2MK,,,"Jan 28, 2021",,USA,"BMW North Scottsdale, Phoenix, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C09M9F82503,,9F82503,2MK,,,"Jan 29, 2021",,USA,"Union Park BMW, Wilmington, US",,,,,,,,
300 - Alpine White,F97,LKSW - Black Extended Merino Leather,,5YMTS0C03M9F82657,,9F82657,2MK,,,"Jan 29, 2021",,USA,"Fields BMW, Winter Park, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C06M9F84287,,9F84287,2MK,,,"Jan 29, 2021",,USA,"Richmond BMW, Richmond, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C00M9F84365,,9F84365,2MK,,,"Jan 29, 2021",,USA,"BMW of Greenwich, Greenwich, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C00M9F84429,,9F84429,2MK,,,"Jan 29, 2021",,USA,"Hendrick BMW, Charlotte, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C08M9F84470,,9F84470,2MK,,,"Jan 29, 2021",,USA,"Patrick BMW, Schaumburg, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C09M9F84512,,9F84512,2MK,,,"Jan 29, 2021",,USA,"Fields BMW, Winter Park, US",,,,,,,,
C28 - Donington Grey Metallic,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,,5YMTS0C07M9F84623,,9F84623,2MK,,,"Jan 29, 2021",,USA,"BMW of Palm Springs, Palm Springs, US",,,,,,,,
C28 - Donington Grey Metallic,F97,VAEW - BMW Individual Ivory White Extended Merino Leather,,5YMTS0C09M9F84767,,9F84767,2MK,,,"Jan 30, 2021",,USA,"Germain BMW of Naples, Naples, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C0XM9F84826,,9F84826,2MK,,,"Jan 31, 2021",,USA,"BMW North Scottsdale, Phoenix, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C04M9F84904,,9F84904,2MK,,,"Jan 31, 2021",,USA,"BMW of Sarasota, Sarasota, US",,,,,,,,
C28 - Donington Grey Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,,5YMTS0C07M9F84945,,9F84945,2MK,,,"Feb 1, 2021",,USA,"Braman BMW/Braman MINI of Miami, Miami, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C09M9F85868,,9F85868,2MK,,,"Feb 1, 2021",,USA,"Fields BMW, Winter Park, US",,,,,,,,
300 - Alpine White,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,,5YMTS0C04M9F85888,,9F85888,2MK,,,"Feb 1, 2021",,USA,"BMW of Mountain View, Mountain View, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C07M9F85979,,9F85979,2MK,,,"Feb 1, 2021",,USA,"Reeves Import Motorcars, Inc., Tampa, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C09M9F86163,,9F86163,2MK,,,"Feb 1, 2021",,USA,"Braman BMW/Braman MINI of Miami, Miami, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C04M9F86183,,9F86183,2MK,,,"Feb 1, 2021",,USA,"Braman Motorcars/Braman MINI of Pal, West Palm Beach, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C02M9F86229,,9F86229,2MK,,,"Feb 1, 2021",,USA,"United BMW, Alpharetta, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C08M9F86283,,9F86283,2MK,,,"Feb 1, 2021",,USA,"United BMW, Alpharetta, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C05M9F86306,,9F86306,2MK,,,"Feb 1, 2021",,USA,"BMW of Akron, Akron, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,MAH7 - Black Vernasca Leather,,5YMTS0C04M9F86393,,9F86393,2MK,,,"Feb 1, 2021",,USA,"Princeton BMW, Hamilton, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C07M9F86419,,9F86419,2MK,,,"Feb 1, 2021",,USA,"BMW of Barrington, Barrington, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,,5YMTS0C03M9F86451,,9F86451,2MK,,,"Feb 1, 2021",,USA,"Chapman BMW, Chandler, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C00M9F86505,,9F86505,2MK,,,"Feb 2, 2021",,USA,"Baron BMW/MINI, Merriam, US",,,,,,,,
C28 - Donington Grey Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,,5YMTS0C08M9F87482,,9F87482,2MK,,,"Feb 2, 2021",,USA,"BMW of Honolulu, Honolulu, US",,,,,,,,
300 - Alpine White,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,,5YMTS0C01M9F87596,,9F87596,2MK,,,"Feb 2, 2021",,USA,"Circle BMW, Eatontown, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C0XM9F87628,,9F87628,2MK,,,"Feb 2, 2021",,USA,"Competition BMW of Smithtown, Saint James, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C08M9F87661,,9F87661,2MK,,,"Feb 2, 2021",,USA,"BMW of Austin, Austin, US",,,,,,,,
300 - Alpine White,F97,MAOQ - Oyster Vernasca Leather,,5YMTS0C07M9F87683,,9F87683,2MK,,,"Feb 2, 2021",,USA,"BMW of Springfield, Springfield, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C03M9F87714,,9F87714,2MK,,,"Feb 2, 2021",,USA,"BMW Toronto, Toronto, CA",,,,,,,,
300 - Alpine White,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,,5YMTS0C02M9F87736,,9F87736,2MK,,,"Feb 2, 2021",,USA,"Reeves Import Motorcars, Inc., Tampa, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C09M9F87877,,9F87877,2MK,,,"Feb 2, 2021",,USA,"BMW Montreal Centre, Montreal, CA",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C04M9F88032,,9F88032,2MK,,,"Feb 2, 2021",,USA,"Orange County BMW, Harriman, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C00M9F88092,,9F88092,2MK,,,"Feb 3, 2021",,USA,"Autobahn Motorcars, Fort Worth, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C02M9F91012,,9F91012,2MK,,,"Feb 3, 2021",,USA,"Braman BMW/Braman MINI of Miami, Miami, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,,5YMTS0C00M9F91123,,9F91123,2MK,,,"Feb 3, 2021",,USA,"Bavarian Motor Cars GmbH, Würzburg, DE",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C06M9F91143,,9F91143,2MK,,,"Feb 3, 2021",,USA,"Braman BMW/Braman MINI of Miami, Miami, US",,,,,,,,
475 - Black Sapphire Metallic,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,,5YMTS0C0XM9F91176,,9F91176,2MK,,,"Feb 3, 2021",,USA,"BMW of Peabody, Peabody, US",,,,,,,,
C3G - Toronto Red Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,,5YMTS0C08M9F91368,,9F91368,2MK,,,"Feb 3, 2021",,USA,"BMW of Silver Spring, Silver Spring, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C01M9F91406,,9F91406,2MK,,,"Feb 3, 2021",,USA,"BMW Durham, Ajax, CA",,,,,,,,
C1M - Phytonic Blue Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C05M9F91506,,9F91506,2MK,,,"Feb 3, 2021",,USA,"Park Avenue BMW, Rochelle Park, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C08M9F91578,,9F91578,2MK,,,"Feb 4, 2021",,USA,"United BMW, Alpharetta, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C01M9F91602,,9F91602,2MK,,,"Feb 4, 2021",,USA,"BMW Ville de Quebec, Quebec City, CA",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C07M9F91636,,9F91636,2MK,,,"Feb 4, 2021",,USA,"South Bay BMW, Torrance, US",,,,,,,,
300 - Alpine White,F97,LKSW - Black Extended Merino Leather,,5YMTS0C09M9F91671,,9F91671,2MK,,,"Feb 4, 2021",,USA,"BMW of Chattanooga, Chattanooga, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C08M9F91693,,9F91693,2MK,,,"Feb 4, 2021",,USA,"BMW Portland, Portland, US",,,,,,,,
300 - Alpine White,F97,LKSW - Black Extended Merino Leather,,5YMTS0C04M9F91724,,9F91724,2MK,,,"Feb 4, 2021",,USA,"BMW of Columbia, Columbia, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C0XM9F91744,,9F91744,2MK,,,"Feb 4, 2021",,USA,"Otto's BMW, Ottawa, CA",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C07M9F91815,,9F91815,2MK,,,"Feb 4, 2021",,USA,"BMW of Manhattan, New York, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C09M9F91847,,9F91847,2MK,,,"Feb 4, 2021",,USA,"Valencia BMW, Valencia, US",,,,,,,,
300 - Alpine White,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,,5YMTS0C07M9F93144,,9F93144,2MK,,,"Feb 4, 2021",,USA,"BMW of Fort Wayne, Fort Wayne, US",,,,,,,,
300 - Alpine White,F97,LKHV - Adelaide Grey Extended Merino Leather,,5YMTS0C06M9F93166,,9F93166,2MK,,,"Feb 4, 2021",,USA,"BMW of Manhasset, Manhasset, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C05M9F93224,,9F93224,2MK,,,"Feb 4, 2021",,USA,"South Bay BMW, Torrance, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C01M9F93320,,9F93320,2MK,,,"Feb 4, 2021",,USA,"Continental BMW of Darien, Darien, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C09M9F93355,,9F93355,2MK,,,"Feb 4, 2021",,USA,"East Bay BMW, Pleasanton, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C08M9F93413,,9F93413,2MK,,,"Feb 5, 2021",,USA,"BMW of Murray, Murray, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,,5YMTS0C03M9F93612,,9F93612,2MK,,,"Feb 5, 2021",,USA,"BMW of Stratham, Stratham, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C00M9F93633,,9F93633,2MK,,,"Feb 5, 2021",,USA,"Braman Motorcars/Braman MINI of Pal, West Palm Beach, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C02M9F93665,,9F93665,2MK,,,"Feb 5, 2021",,USA,"New Country BMW, Hartford, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C0XM9F93722,,9F93722,2MK,,,"Feb 5, 2021",,USA,"BMW of Buena Park, Buena Park, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C02M9F93746,,9F93746,2MK,,,"Feb 5, 2021",,USA,"Pacific BMW, Glendale, US",,,,,,,,
300 - Alpine White,F97,LKSW - Black Extended Merino Leather,,5YMTS0C07M9F93807,,9F93807,2MK,,,"Feb 5, 2021",,USA,"Peter Pan BMW, Burlingame, US",,,,,,,,
C28 - Donington Grey Metallic,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,,5YMTS0C06M9F93913,,9F93913,2MK,,,"Feb 5, 2021",,USA,"BMW of Minnetonka, Minnetonka, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C09M9F93968,,9F93968,2MK,,,"Feb 5, 2021",,USA,"Vista BMW, Coconut Creek, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,,5YMTS0C05M9F94003,,9F94003,2MK,,,"Feb 5, 2021",,USA,"BMW of Monterey, Seaside, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,,5YMTS0C05M9F94065,,9F94065,2MK,,,"Feb 5, 2021",,USA,"BMW of Columbia, Columbia, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C01M9F94208,,9F94208,2MK,,,"Feb 6, 2021",,USA,"Otto's BMW, West Chester, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C08M9F94268,,9F94268,2MK,,,"Feb 8, 2021",,USA,"BMW of Silver Spring, Silver Spring, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C09M9F94294,,9F94294,2MK,,,"Feb 8, 2021",,USA,"BMW of Toledo, Toledo, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C05M9F94325,,9F94325,2MK,,,"Feb 8, 2021",,USA,"Germain BMW of Naples, Naples, US",,,,,,,,
475 - Black Sapphire Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,,5YMTS0C02M9F94380,,9F94380,2MK,,,"Feb 8, 2021",,USA,"BMW Performance Center (SC), Greer, US",,,,,,,,
300 - Alpine White,F97,VAEW - BMW Individual Ivory White Extended Merino Leather,,5YMTS0C02M9F95562,,9F95562,2MK,,,"Feb 8, 2021",,USA,"Competition BMW of Smithtown, Saint James, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,,5YMTS0C04M9F95627,,9F95627,2MK,,,"Feb 8, 2021",,USA,"Hendrick BMW, Charlotte, US",,,,,,,,
475 - Black Sapphire Metallic,F97,MAH7 - Black Vernasca Leather,,5YMTS0C09M9F95686,,9F95686,2MK,,,"Feb 8, 2021",,USA,"Basney BMW, South Bend, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,,5YMTS0C00M9F95723,,9F95723,2MK,,,"Feb 9, 2021",,USA,"Karl Knauz Motors, Lake Bluff, US",,,,,,,,
C3G - Toronto Red Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,,5YMTS0C07M9F95749,,9F95749,2MK,,,"Feb 9, 2021",,USA,"Braman Motorcars/Braman MINI of Pal, West Palm Beach, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C05M9F95779,,9F95779,2MK,,,"Feb 9, 2021",,USA,"BMW of Sudbury, Sudbury, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C08M9F95887,,9F95887,2MK,,,"Feb 9, 2021",,USA,"Chapman BMW, Chandler, US",,,,,,,,
C3G - Toronto Red Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C06M9F96116,,9F96116,2MK,,,"Feb 9, 2021",,USA,"BMW of Gwinnett Place, Duluth, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C04M9F96146,,9F96146,2MK,,,"Feb 9, 2021",,USA,"Fields BMW, Winter Park, US",,,,,,,,
C3G - Toronto Red Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,,5YMTS0C0XM9F98032,,9F98032,2MK,,,"Feb 9, 2021",,USA,"Braman Motorcars/Braman MINI of Pal, West Palm Beach, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,,5YMTS0C00M9F98329,,9F98329,2MK,,,"Feb 10, 2021",,USA,"Arrowhead BMW, Glendale, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,,5YMTS0C06M9F98397,,9F98397,2MK,,,"Feb 10, 2021",,USA,"BMW of West Houston, Houston, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C08M9F98451,,9F98451,2MK,,,"Feb 10, 2021",,USA,"Stevens Creek BMW, Santa Clara, US",,,,,,,,
300 - Alpine White,F97,LKHV - Adelaide Grey Extended Merino Leather,,5YMTS0C05M9F98505,,9F98505,2MK,,,"Feb 10, 2021",,USA,"Crevier BMW, Santa Ana, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C06M9F98528,,9F98528,2MK,,,"Feb 10, 2021",,USA,"Stevens Creek BMW, Santa Clara, US",,,,,,,,
C28 - Donington Grey Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,,5YMTS0C06M9F98562,,9F98562,2MK,,,"Feb 10, 2021",,USA,"Athens BMW, Athens, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,,5YMTS0C09M9F98586,,9F98586,2MK,,,"Feb 10, 2021",,USA,"Irvine BMW, Irvine, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C00M9F98623,,9F98623,2MK,,,"Feb 10, 2021",,USA,"BMW of Sioux Falls, Sioux Falls, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C02M9F98817,,9F98817,2MK,,,"Feb 10, 2021",,USA,"BMW of Newton, Newton, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C09M9F98846,,9F98846,2MK,,,"Feb 10, 2021",,USA,"South Bay BMW, Torrance, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,,5YMTS0C02M9F98879,,9F98879,2MK,,,"Feb 11, 2021",,USA,"BMW of Mountain View, Mountain View, US",,,,,,,,
300 - Alpine White,F97,LKSW - Black Extended Merino Leather,,5YMTS0C03M9F99104,,9F99104,2MK,,,"Feb 11, 2021",,USA,"United BMW, Alpharetta, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C0XM9F99147,,9F99147,2MK,,,"Feb 11, 2021",,USA,"BMW of Anchorage, Anchorage, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C0XM9F99181,,9F99181,2MK,,,"Feb 11, 2021",,USA,"Erhard BMW of Bloomfield Hills, Bloomfield Hills, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C09M9F99236,,9F99236,2MK,,,"Feb 11, 2021",,USA,"BMW of Arlington, Arlington, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C03M9F99295,,9F99295,2MK,,,"Feb 11, 2021",,USA,"Braman Motorcars/Braman MINI of Pal, West Palm Beach, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,MAH7 - Black Vernasca Leather,,5YMTS0C00M9F99321,,9F99321,2MK,,,"Feb 11, 2021",,USA,"Nalley BMW of Decatur, Decatur, US",,,,,,,,
