EXTERIOR,,INTERIOR,Year,VIN,,,Package Codes,PACKAGES,MSRP,PROD,,,DEALER NAME,Port,Carrier,VPC,Details,V-Spec,Sticker,Invoice,VPC
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53JVA12908,,VA12908,,,,"Sep 5, 2017",,,No information,,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55JVA12909,,VA12909,2MK,,,"Sep 5, 2017",,,No information,,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51JVA12910,,VA12910,,,,"Sep 5, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53JVA12911,,VA12911,2MK,,,"Sep 5, 2017",,,No information,,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55JVA12912,,VA12912,,,,"Sep 5, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57JVA12913,,VA12913,2MK,,,"Sep 5, 2017",,,"Birchwood BMW, Winnipeg, CAN",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59JVA12914,,VA12914,,,,"Sep 5, 2017",,,"BMW Montreal Centre, Montreal, CAN",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50JVA12915,,VA12915,2MK,,,"Sep 5, 2017",,,"Edmonton BMW, Edmonton, CAN",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52JVA12916,,VA12916,2MK,,,"Sep 6, 2017",,,"BMW Victoria, Victoria, CAN",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54JVA12917,,VA12917,2MK,,,"Sep 6, 2017",,,"BMW Markham, Markham, CAN",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56JVA12918,,VA12918,,,,"Sep 6, 2017",,,"BMW Royal Oak, Calgary, CAN",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58JVA12919,,VA12919,,,,"Sep 6, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54JVA12920,,VA12920,2MK,,,"Sep 6, 2017",,,No information,,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56JVA12921,,VA12921,2MK,,,"Sep 6, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58JVA12922,,VA12922,,,,"Sep 6, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJVA12923,,VA12923,,,,"Sep 6, 2017",,,No information,,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51JVA12924,,VA12924,2MK,,,"Sep 6, 2017",,,No information,,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53JVA12925,,VA12925,2MK,,,"Sep 6, 2017",,,"Overseas Motors, Windsor, CAN",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55JVA12926,,VA12926,2MK,,,"Sep 6, 2017",,,"Budds' BMW Hamilton, Hamilton, CAN",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57JVA12927,,VA12927,2MK,,,"Sep 6, 2017",,,"Georgian BMW, Barrie, CAN",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59JVA12928,,VA12928,,,,"Sep 6, 2017",,,"BMW Ville de Quebec, Quebec City, CAN",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50JVA12929,,VA12929,2MK,,,"Sep 6, 2017",,,"BMW Aurora, Aurora, CAN",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57JVA12930,,VA12930,,,,"Sep 6, 2017",,,"Calgary BMW, Calgary, CAN",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59JVA12931,,VA12931,,,,"Sep 6, 2017",,,"Calgary BMW, Calgary, CAN",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50JVA12932,,VA12932,,,,"Sep 6, 2017",,,"Calgary BMW, Calgary, CAN",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52JVA12933,,VA12933,2MK,,,"Sep 7, 2017",,,"Brian Jessel BMW, Vancouver, CAN",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54JVA12934,,VA12934,2MK,,,"Sep 7, 2017",,,"BMW Brossard, Brossard, CAN",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56JVA12935,,VA12935,2MK,,,"Sep 7, 2017",,,"BMW Autohaus, Thornhill, CAN",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58JVA12936,,VA12936,2MK,,,"Sep 7, 2017",,,"BMW Autohaus, Thornhill, CAN",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJVA12937,,VA12937,,,,"Sep 7, 2017",,,"Hamel BMW, Blainville, CAN",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51JVA12938,,VA12938,2MK,,,"Sep 7, 2017",,,"BMW Toronto, Toronto, CAN",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53JVA12939,,VA12939,2MK,,,"Sep 7, 2017",,,"The BMW Store, Vancouver, CAN",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJVA12940,,VA12940,2MK,,,"Sep 7, 2017",,,"The BMW Store, Vancouver, CAN",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51JVA12941,,VA12941,,,,"Sep 7, 2017",,,"BMW St. John's, St. John's, CAN",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53JVA12942,,VA12942,2MK,,,"Sep 7, 2017",,,"Policaro BMW, Brampton, CAN",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55JVA12943,,VA12943,,,,"Sep 7, 2017",,,"Elite BMW, Ottawa, CAN",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57JVA12944,,VA12944,2MK,,,"Sep 7, 2017",,,"Performance BMW, St. Catharines, CAN",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59JVA12945,,VA12945,,,,"Sep 7, 2017",,,"Kelowna BMW, Kelowna, CAN",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50JVA12946,,VA12946,2MK,,,"Sep 7, 2017",,,"BMW West Island, Dorval, CAN",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52JVA12947,,VA12947,2MK,,,"Sep 7, 2017",,,"Maranello BMW, Vaughan, CAN",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54JVA12948,,VA12948,2MK,,,"Sep 7, 2017",,,"BMW Laval, Laval, CAN",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56JVA12949,,VA12949,2MK,,,"Sep 7, 2017",,,"BMW Autohaus, Thornhill, CAN",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52JVA12950,,VA12950,,,,"Sep 8, 2017",,,"BMW Laval, Laval, CAN",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54JVA12951,,VA12951,,,,"Sep 8, 2017",,,"Budds' BMW Oakville, Oakville, CAN",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56JVA12952,,VA12952,,,,"Sep 8, 2017",,,"BMW Grand River, Kitchener, CAN",,,,,,,,
,,,,VIN SKIP,,,,,,,,,,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54JVD35767,,VD35767,,,,"Sep 8, 2017",,,"BMW Markham, Markham, CAN",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56JVD35768,,VD35768,2MK,,,"Sep 8, 2017",,,"BMW Markham, Markham, CAN",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58JVD35769,,VD35769,,,,"Sep 8, 2017",,,"Maranello BMW, Vaughan, CAN",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54JVD35770,,VD35770,,,,"Sep 8, 2017",,,"BMW London, London, CAN",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56JVD35771,,VD35771,,,,"Sep 8, 2017",,,"Otto's BMW, Ottawa, CAN",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58JVD35772,,VD35772,,,,"Sep 8, 2017",,,"Otto's BMW, Ottawa, CAN",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJVD35773,,VD35773,2MK,,,"Sep 8, 2017",,,"BMW Durham, Ajax, CAN",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51JVD35774,,VD35774,,,,"Sep 8, 2017",,,"The BMW Store, Vancouver, CAN",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53JVD35775,,VD35775,2MK,,,"Sep 8, 2017",,,"BMW Kingston, Kingston, CA",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55JVD35776,,VD35776,,,,"Sep 8, 2017",,,"BMW Sainte-Julie, Sainte-Julie, CAN",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57JVD35777,,VD35777,2MK,,,"Sep 8, 2017",,,"Autohaus Graser GmbH, Pressath, DE",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59JVD35778,,VD35778,2MK,,,"Sep 8, 2017",,,"AH Euler Kaiserslautern GmbH, Kaiserslautern, DE",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50JVD35779,,VD35779,,,,"Sep 8, 2017",,,"Bavarian Motor Cars GmbH, Würzburg, DE",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57JVD35780,,VD35780,2MK,,,"Sep 8, 2017",,,No information,,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59JVD35781,,VD35781,,,,"Sep 8, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50JVD35782,,VD35782,,,,"Sep 8, 2017",,,No information,,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52JVD35783,,VD35783,2MK,,,"Sep 8, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54JVD35784,,VD35784,2MK,,,"Sep 9, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56JVD35785,,VD35785,2MK,,,"Sep 9, 2017",,,"BMW Langley, Langley, CA",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58JVD35786,,VD35786,2MK,,,"Sep 9, 2017",,,No information,,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJVD35787,,VD35787,2MK,,,"Sep 9, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51JVD35788,,VD35788,2MK,,,"Sep 9, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53JVD35789,,VD35789,,,,"Sep 9, 2017",,,No information,,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJVD35790,,VD35790,2MK,,,"Sep 9, 2017",,,No information,,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51JVD35791,,VD35791,,,,"Sep 9, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53JVD35792,,VD35792,,,,"Sep 9, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55JVD35793,,VD35793,2MK,,,"Sep 11, 2017",,,No information,,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57JVD35794,,VD35794,,,,"Sep 11, 2017",,,No information,,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59JVD35795,,VD35795,2MK,,,"Sep 11, 2017",,,No information,,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50JVD35796,,VD35796,2MK,,,"Sep 11, 2017",,,"BMW Victoria, Victoria, CA",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52JVD35797,,VD35797,,,,"Sep 11, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54JVD35798,,VD35798,,,,"Sep 11, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56JVD35799,,VD35799,,,,"Sep 11, 2017",,,"Bavaria BMW, Edmonton, CA",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59JVD35800,,VD35800,2MK,,,"Sep 11, 2017",,,"BMW Toronto, Toronto, CA",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50JVD35801,,VD35801,2MK,,,"Sep 11, 2017",,,No information,,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52JVD35802,,VD35802,2MK,,,"Sep 11, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54JVD35803,,VD35803,2MK,,,"Sep 11, 2017",,,No information,,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56JVD35804,,VD35804,2MK,,,"Sep 11, 2017",,,No information,,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58JVD35805,,VD35805,,,,"Sep 11, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJVD35806,,VD35806,,,,"Sep 11, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51JVD35807,,VD35807,,,,"Sep 11, 2017",,,No information,,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53JVD35808,,VD35808,2MK,,,"Sep 11, 2017",,,No information,,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55JVD35809,,VD35809,2MK,,,"Sep 11, 2017",,,No information,,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51JVD35810,,VD35810,2MK,,,"Sep 11, 2017",,,No information,,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53JVD35811,,VD35811,2MK,,,"Sep 11, 2017",,,No information,,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55JVD35812,,VD35812,,,,"Sep 11, 2017",,,No information,,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57JVD35813,,VD35813,,,,"Sep 11, 2017",,,No information,,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59JVD35814,,VD35814,,,,"Sep 11, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50JVD35815,,VD35815,,,,"Sep 11, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52JVD35816,,VD35816,,,,"Sep 11, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54JVD35817,,VD35817,,,,"Sep 11, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56JVD35818,,VD35818,,,,"Sep 12, 2017",,,No information,,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58JVD35819,,VD35819,,,,"Sep 12, 2017",,,"BMW of Peoria, Peoria, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54JVD35820,,VD35820,,,,"Sep 12, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56JVD35821,,VD35821,2MK,,,"Sep 12, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58JVD35822,,VD35822,2MK,,,"Sep 12, 2017",,,"Manheim New Jersey, Bordentown, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJVD35823,,VD35823,2MK,,,"Sep 12, 2017",,,"Nevada Auto Auction, Las Vegas, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51JVD35824,,VD35824,,,,"Sep 12, 2017",,,"Calgary BMW, Calgary, CA",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53JVD35825,,VD35825,2MK,,,"Sep 12, 2017",,,"BMW Grand River, Kitchener, CA",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55JVD35826,,VD35826,2MK,,,"Sep 12, 2017",,,No information,,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57JVD35827,,VD35827,,,,"Sep 12, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59JVD35828,,VD35828,,,,"Sep 12, 2017",,,No information,,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50JVD35829,,VD35829,2MK,,,"Sep 12, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57JVD35830,,VD35830,,,,"Sep 12, 2017",,,No information,,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59JVD35831,,VD35831,2MK,,,"Sep 12, 2017",,,No information,,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50JVD35832,,VD35832,2MK,,,"Sep 12, 2017",,,No information,,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52JVD35833,,VD35833,2MK,,,"Sep 12, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54JVD35834,,VD35834,,,,"Sep 12, 2017",,,No information,,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56JVD35835,,VD35835,2MK,,,"Sep 12, 2017",,,"Elmhurst BMW, Elmhurst, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58JVD35836,,VD35836,,,,"Sep 12, 2017",,,No information,,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJVD35837,,VD35837,,,,"Sep 12, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51JVD35838,,VD35838,,,,"Sep 12, 2017",,,No information,,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53JVD35839,,VD35839,2MK,,,"Sep 12, 2017",,,No information,,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJVD35840,,VD35840,2MK,,,"Sep 12, 2017",,,No information,,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51JVD35841,,VD35841,2MK,,,"Sep 12, 2017",,,No information,,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53JVD35842,,VD35842,,,,"Sep 13, 2017",,,No information,,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55JVD35843,,VD35843,2MK,,,"Sep 13, 2017",,,No information,,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57JVD35844,,VD35844,2MK,,,"Sep 13, 2017",,,No information,,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59JVD35845,,VD35845,2MK,,,"Sep 13, 2017",,,No information,,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50JVD35846,,VD35846,2MK,,,"Sep 13, 2017",,,"BMW of Rockville, Rockville, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52JVD35847,,VD35847,2MK,,,"Sep 13, 2017",,,"BMW Toronto, Toronto, CA",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54JVD35848,,VD35848,,,,"Sep 13, 2017",,,"BMW Toronto, Toronto, CA",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56JVD35849,,VD35849,2MK,,,"Sep 13, 2017",,,"BMW Moncton, Dieppe, CA",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52JVD35850,,VD35850,2MK,,,"Sep 13, 2017",,,"Auto West BMW, Richmond, CA",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54JVD35851,,VD35851,,,,"Sep 13, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56JVD35852,,VD35852,2MK,,,"Sep 13, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58JVD35853,,VD35853,2MK,,,"Sep 13, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJVD35854,,VD35854,,,,"Sep 13, 2017",,,No information,,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51JVD35855,,VD35855,2MK,,,"Sep 13, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53JVD35856,,VD35856,2MK,,,"Sep 13, 2017",,,No information,,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55JVD35857,,VD35857,,,,"Sep 13, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57JVD35858,,VD35858,2MK,,,"Sep 13, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59JVD35859,,VD35859,2MK,,,"Sep 13, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55JVD35860,,VD35860,,,,"Sep 13, 2017",,,No information,,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57JVD35861,,VD35861,2MK,,,"Sep 13, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59JVD35862,,VD35862,2MK,,,"Sep 13, 2017",,,No information,,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50JVD35863,,VD35863,2MK,,,"Sep 13, 2017",,,No information,,,,,,,,
